borough,station,boothremote,date,ridership
Bronx,Bedford Park Bl,('R291'-'R183'),2014-05-24 00:00:00,2760
Bronx,Bedford Park Bl,('R291'-'R183'),2014-05-25 00:00:00,2898
Bronx,Bedford Park Bl,('R291'-'R183'),2014-05-26 00:00:00,2674
Bronx,Bedford Park Bl,('R291'-'R183'),2014-05-27 00:00:00,6277
Bronx,Bedford Park Bl,('R291'-'R183'),2014-05-28 00:00:00,5909
Bronx,Bedford Park Bl,('R291'-'R183'),2014-05-29 00:00:00,6604
Bronx,Bedford Park Bl,('R291'-'R183'),2014-05-30 00:00:00,6156
Bronx,Bedford Park Bl,('R291'-'R183'),2014-05-31 00:00:00,3479
Bronx,Bedford Park Bl,('R291'-'R183'),2014-06-01 00:00:00,2877
Bronx,Bedford Park Bl,('R291'-'R183'),2014-06-02 00:00:00,6325
Bronx,Bedford Park Bl,('R291'-'R183'),2014-06-03 00:00:00,6316
Bronx,Bedford Park Bl,('R291'-'R183'),2014-06-04 00:00:00,6557
Bronx,Bedford Park Bl,('R291'-'R183'),2014-06-05 00:00:00,5407
Bronx,Bedford Park Bl,('R291'-'R183'),2014-06-06 00:00:00,6332
Bronx,Bedford Park Bl,('R291'-'R183'),2014-06-07 00:00:00,3680
Bronx,Bedford Park Bl,('R291'-'R183'),2014-06-08 00:00:00,2876
Bronx,Bedford Park Bl,('R291'-'R183'),2014-06-09 00:00:00,5869
Bronx,Bedford Park Bl,('R291'-'R183'),2014-06-10 00:00:00,6566
Bronx,Bedford Park Bl,('R291'-'R183'),2014-06-11 00:00:00,6485
Bronx,Bedford Park Bl,('R291'-'R183'),2014-06-12 00:00:00,6333
Bronx,Bedford Park Bl,('R291'-'R183'),2014-06-13 00:00:00,5596
Bronx,Bedford Park Bl,('R291'-'R183'),2014-06-14 00:00:00,64
Bronx,Bedford Park Bl,('R291'-'R183'),2014-06-15 00:00:00,111
Bronx,Bedford Park Bl,('R291'-'R183'),2014-06-16 00:00:00,6203
Bronx,Bedford Park Bl,('R291'-'R183'),2014-06-17 00:00:00,5911
Bronx,Bedford Park Bl,('R291'-'R183'),2014-06-18 00:00:00,5679
Bronx,Bedford Park Bl,('R291'-'R183'),2014-06-19 00:00:00,5785
Bronx,Bedford Park Bl,('R291'-'R183'),2014-06-20 00:00:00,5800
Bronx,Bedford Park Bl,('R291'-'R183'),2014-06-21 00:00:00,3192
Bronx,Bedford Park Bl,('R291'-'R183'),2014-06-22 00:00:00,2818
Bronx,Bedford Park Bl,('R291'-'R183'),2014-06-23 00:00:00,5456
Bronx,Bedford Park Bl,('R291'-'R183'),2014-06-24 00:00:00,5755
Bronx,Bedford Park Bl,('R291'-'R183'),2014-06-25 00:00:00,5434
Bronx,Bedford Park Bl,('R291'-'R183'),2014-06-26 00:00:00,5595
Bronx,Bedford Park Bl,('R291'-'R183'),2014-06-27 00:00:00,5028
Bronx,Bedford Park Bl,('R291'-'R183'),2014-06-28 00:00:00,2947
Bronx,Bedford Park Bl,('R291'-'R183'),2014-06-29 00:00:00,2438
Bronx,Bedford Park Bl,('R291'-'R183'),2014-06-30 00:00:00,5053
Bronx,Bedford Park Bl,('R291'-'R183'),2014-07-01 00:00:00,5190
Bronx,Bedford Park Bl,('R291'-'R183'),2014-07-02 00:00:00,5004
Bronx,Bedford Park Bl,('R291'-'R183'),2014-07-03 00:00:00,4671
Bronx,Bedford Park Bl,('R291'-'R183'),2014-07-04 00:00:00,2343
Bronx,Bedford Park Bl,('R291'-'R183'),2014-07-05 00:00:00,2658
Bronx,Bedford Park Bl,('R291'-'R183'),2014-07-06 00:00:00,2428
Bronx,Bedford Park Bl,('R291'-'R183'),2014-07-07 00:00:00,5236
Bronx,Bedford Park Bl,('R291'-'R183'),2014-07-08 00:00:00,5501
Bronx,Bedford Park Bl,('R291'-'R183'),2014-07-09 00:00:00,5472
Bronx,Bedford Park Bl,('R291'-'R183'),2014-07-10 00:00:00,5469
Bronx,Bedford Park Bl,('R291'-'R183'),2014-07-11 00:00:00,4703
Bronx,Bedford Park Bl,('R291'-'R183'),2014-07-12 00:00:00,3224
Bronx,Bedford Park Bl,('R291'-'R183'),2014-07-13 00:00:00,2368
Bronx,Bedford Park Bl,('R291'-'R183'),2014-07-14 00:00:00,5202
Bronx,Bedford Park Bl,('R291'-'R183'),2014-07-15 00:00:00,5370
Bronx,Bedford Park Bl,('R291'-'R183'),2014-07-16 00:00:00,5428
Bronx,Bedford Park Bl,('R291'-'R183'),2014-07-17 00:00:00,5122
Bronx,Bedford Park Bl,('R291'-'R183'),2014-07-18 00:00:00,4806
Bronx,Bedford Park Bl,('R291'-'R183'),2014-07-19 00:00:00,3100
Bronx,Bedford Park Bl,('R291'-'R183'),2014-07-20 00:00:00,2359
Bronx,Bedford Park Bl,('R291'-'R183'),2014-07-21 00:00:00,4957
Bronx,Bedford Park Bl,('R291'-'R183'),2014-07-22 00:00:00,5169
Bronx,Bedford Park Bl,('R291'-'R183'),2014-07-23 00:00:00,5246
Bronx,Bedford Park Bl,('R291'-'R183'),2014-07-24 00:00:00,5242
Bronx,Bedford Park Bl,('R291'-'R183'),2014-07-25 00:00:00,4768
Bronx,Bedford Park Bl,('R291'-'R183'),2014-07-26 00:00:00,3004
Bronx,Bedford Park Bl,('R291'-'R183'),2014-07-27 00:00:00,2246
Bronx,Bedford Park Bl,('R291'-'R183'),2014-07-28 00:00:00,4720
Bronx,Bedford Park Bl,('R291'-'R183'),2014-07-29 00:00:00,5242
Bronx,Bedford Park Bl,('R291'-'R183'),2014-07-30 00:00:00,5492
Bronx,Bedford Park Bl,('R291'-'R183'),2014-07-31 00:00:00,5113
Bronx,Bedford Park Bl,('R291'-'R183'),2014-08-01 00:00:00,4698
Bronx,Bedford Park Bl,('R291'-'R183'),2014-08-02 00:00:00,2894
Bronx,Bedford Park Bl,('R291'-'R183'),2014-08-03 00:00:00,2626
Bronx,Bedford Park Bl,('R291'-'R183'),2014-08-04 00:00:00,4913
Bronx,Bedford Park Bl,('R291'-'R183'),2014-08-05 00:00:00,5239
Bronx,Bedford Park Bl,('R291'-'R183'),2014-08-06 00:00:00,5161
Bronx,Bedford Park Bl,('R291'-'R183'),2014-08-07 00:00:00,4935
Bronx,Bedford Park Bl,('R291'-'R183'),2014-08-08 00:00:00,4624
Bronx,Bedford Park Bl,('R291'-'R183'),2014-08-09 00:00:00,3058
Bronx,Bedford Park Bl,('R291'-'R183'),2014-08-10 00:00:00,2474
Bronx,Bedford Park Bl,('R291'-'R183'),2014-08-11 00:00:00,4670
Bronx,Bedford Park Bl,('R291'-'R183'),2014-08-12 00:00:00,4634
Bronx,Bedford Park Bl,('R291'-'R183'),2014-08-13 00:00:00,4529
Bronx,Bedford Park Bl,('R291'-'R183'),2014-08-14 00:00:00,4585
Bronx,Bedford Park Bl,('R291'-'R183'),2014-08-15 00:00:00,4407
Bronx,Bedford Park Bl,('R291'-'R183'),2014-08-16 00:00:00,3388
Bronx,Bedford Park Bl,('R291'-'R183'),2014-08-17 00:00:00,2735
Bronx,Bedford Park Bl,('R291'-'R183'),2014-08-18 00:00:00,4377
Bronx,Bedford Park Bl,('R291'-'R183'),2014-08-19 00:00:00,4655
Bronx,Bedford Park Bl,('R291'-'R183'),2014-08-20 00:00:00,4675
Bronx,Bedford Park Bl,('R291'-'R183'),2014-08-21 00:00:00,4632
Bronx,Bedford Park Bl,('R291'-'R183'),2014-08-22 00:00:00,4378
Bronx,Bedford Park Bl,('R291'-'R183'),2014-08-23 00:00:00,2984
Bronx,Bedford Park Bl,('R291'-'R183'),2014-08-24 00:00:00,2485
Bronx,Bedford Park Bl,('R291'-'R183'),2014-08-25 00:00:00,4427
Bronx,Bedford Park Bl,('R291'-'R183'),2014-08-26 00:00:00,4807
Bronx,Bedford Park Bl,('R291'-'R183'),2014-08-27 00:00:00,4837
Bronx,Bedford Park Bl,('R291'-'R183'),2014-08-28 00:00:00,5819
Bronx,Bedford Park Bl,('R291'-'R183'),2014-08-29 00:00:00,4618
Bronx,Bedford Park Bl,('N222'-'R156'),2014-05-24 00:00:00,2893
Bronx,Bedford Park Bl,('N222'-'R156'),2014-05-25 00:00:00,2597
Bronx,Bedford Park Bl,('N222'-'R156'),2014-05-26 00:00:00,2633
Bronx,Bedford Park Bl,('N222'-'R156'),2014-05-27 00:00:00,4778
Bronx,Bedford Park Bl,('N222'-'R156'),2014-05-28 00:00:00,4939
Bronx,Bedford Park Bl,('N222'-'R156'),2014-05-29 00:00:00,5079
Bronx,Bedford Park Bl,('N222'-'R156'),2014-05-30 00:00:00,5328
Bronx,Bedford Park Bl,('N222'-'R156'),2014-05-31 00:00:00,3235
Bronx,Bedford Park Bl,('N222'-'R156'),2014-06-01 00:00:00,2617
Bronx,Bedford Park Bl,('N222'-'R156'),2014-06-02 00:00:00,4954
Bronx,Bedford Park Bl,('N222'-'R156'),2014-06-03 00:00:00,4895
Bronx,Bedford Park Bl,('N222'-'R156'),2014-06-04 00:00:00,5114
Bronx,Bedford Park Bl,('N222'-'R156'),2014-06-05 00:00:00,4673
Bronx,Bedford Park Bl,('N222'-'R156'),2014-06-06 00:00:00,5029
Bronx,Bedford Park Bl,('N222'-'R156'),2014-06-07 00:00:00,3361
Bronx,Bedford Park Bl,('N222'-'R156'),2014-06-08 00:00:00,2519
Bronx,Bedford Park Bl,('N222'-'R156'),2014-06-09 00:00:00,4579
Bronx,Bedford Park Bl,('N222'-'R156'),2014-06-10 00:00:00,5037
Bronx,Bedford Park Bl,('N222'-'R156'),2014-06-11 00:00:00,5325
Bronx,Bedford Park Bl,('N222'-'R156'),2014-06-12 00:00:00,5184
Bronx,Bedford Park Bl,('N222'-'R156'),2014-06-13 00:00:00,5167
Bronx,Bedford Park Bl,('N222'-'R156'),2014-06-14 00:00:00,9999
Bronx,Bedford Park Bl,('N222'-'R156'),2014-06-15 00:00:00,6695
Bronx,Bedford Park Bl,('N222'-'R156'),2014-06-16 00:00:00,4865
Bronx,Bedford Park Bl,('N222'-'R156'),2014-06-17 00:00:00,4928
Bronx,Bedford Park Bl,('N222'-'R156'),2014-06-18 00:00:00,5121
Bronx,Bedford Park Bl,('N222'-'R156'),2014-06-19 00:00:00,4829
Bronx,Bedford Park Bl,('N222'-'R156'),2014-06-20 00:00:00,4953
Bronx,Bedford Park Bl,('N222'-'R156'),2014-06-21 00:00:00,3252
Bronx,Bedford Park Bl,('N222'-'R156'),2014-06-22 00:00:00,2544
Bronx,Bedford Park Bl,('N222'-'R156'),2014-06-23 00:00:00,4619
Bronx,Bedford Park Bl,('N222'-'R156'),2014-06-24 00:00:00,4849
Bronx,Bedford Park Bl,('N222'-'R156'),2014-06-25 00:00:00,4782
Bronx,Bedford Park Bl,('N222'-'R156'),2014-06-26 00:00:00,5083
Bronx,Bedford Park Bl,('N222'-'R156'),2014-06-27 00:00:00,4687
Bronx,Bedford Park Bl,('N222'-'R156'),2014-06-28 00:00:00,3341
Bronx,Bedford Park Bl,('N222'-'R156'),2014-06-29 00:00:00,2825
Bronx,Bedford Park Bl,('N222'-'R156'),2014-06-30 00:00:00,4447
Bronx,Bedford Park Bl,('N222'-'R156'),2014-07-01 00:00:00,4666
Bronx,Bedford Park Bl,('N222'-'R156'),2014-07-02 00:00:00,4675
Bronx,Bedford Park Bl,('N222'-'R156'),2014-07-03 00:00:00,4485
Bronx,Bedford Park Bl,('N222'-'R156'),2014-07-04 00:00:00,2445
Bronx,Bedford Park Bl,('N222'-'R156'),2014-07-05 00:00:00,2910
Bronx,Bedford Park Bl,('N222'-'R156'),2014-07-06 00:00:00,2599
Bronx,Bedford Park Bl,('N222'-'R156'),2014-07-07 00:00:00,4385
Bronx,Bedford Park Bl,('N222'-'R156'),2014-07-08 00:00:00,4546
Bronx,Bedford Park Bl,('N222'-'R156'),2014-07-09 00:00:00,4734
Bronx,Bedford Park Bl,('N222'-'R156'),2014-07-10 00:00:00,4625
Bronx,Bedford Park Bl,('N222'-'R156'),2014-07-11 00:00:00,4641
Bronx,Bedford Park Bl,('N222'-'R156'),2014-07-12 00:00:00,3278
Bronx,Bedford Park Bl,('N222'-'R156'),2014-07-13 00:00:00,2368
Bronx,Bedford Park Bl,('N222'-'R156'),2014-07-14 00:00:00,4367
Bronx,Bedford Park Bl,('N222'-'R156'),2014-07-15 00:00:00,4622
Bronx,Bedford Park Bl,('N222'-'R156'),2014-07-16 00:00:00,4573
Bronx,Bedford Park Bl,('N222'-'R156'),2014-07-17 00:00:00,5302
Bronx,Bedford Park Bl,('N222'-'R156'),2014-07-18 00:00:00,4491
Bronx,Bedford Park Bl,('N222'-'R156'),2014-07-19 00:00:00,2920
Bronx,Bedford Park Bl,('N222'-'R156'),2014-07-20 00:00:00,2413
Bronx,Bedford Park Bl,('N222'-'R156'),2014-07-21 00:00:00,4603
Bronx,Bedford Park Bl,('N222'-'R156'),2014-07-22 00:00:00,4742
Bronx,Bedford Park Bl,('N222'-'R156'),2014-07-23 00:00:00,4825
Bronx,Bedford Park Bl,('N222'-'R156'),2014-07-24 00:00:00,4721
Bronx,Bedford Park Bl,('N222'-'R156'),2014-07-25 00:00:00,4615
Bronx,Bedford Park Bl,('N222'-'R156'),2014-07-26 00:00:00,2955
Bronx,Bedford Park Bl,('N222'-'R156'),2014-07-27 00:00:00,2389
Bronx,Bedford Park Bl,('N222'-'R156'),2014-07-28 00:00:00,4263
Bronx,Bedford Park Bl,('N222'-'R156'),2014-07-29 00:00:00,4514
Bronx,Bedford Park Bl,('N222'-'R156'),2014-07-30 00:00:00,4585
Bronx,Bedford Park Bl,('N222'-'R156'),2014-07-31 00:00:00,4530
Bronx,Bedford Park Bl,('N222'-'R156'),2014-08-01 00:00:00,4325
Bronx,Bedford Park Bl,('N222'-'R156'),2014-08-02 00:00:00,2863
Bronx,Bedford Park Bl,('N222'-'R156'),2014-08-03 00:00:00,2368
Bronx,Bedford Park Bl,('N222'-'R156'),2014-08-04 00:00:00,4402
Bronx,Bedford Park Bl,('N222'-'R156'),2014-08-05 00:00:00,4564
Bronx,Bedford Park Bl,('N222'-'R156'),2014-08-06 00:00:00,4552
Bronx,Bedford Park Bl,('N222'-'R156'),2014-08-07 00:00:00,4532
Bronx,Bedford Park Bl,('N222'-'R156'),2014-08-08 00:00:00,4497
Bronx,Bedford Park Bl,('N222'-'R156'),2014-08-09 00:00:00,2868
Bronx,Bedford Park Bl,('N222'-'R156'),2014-08-10 00:00:00,2432
Bronx,Bedford Park Bl,('N222'-'R156'),2014-08-11 00:00:00,4202
Bronx,Bedford Park Bl,('N222'-'R156'),2014-08-12 00:00:00,4303
Bronx,Bedford Park Bl,('N222'-'R156'),2014-08-13 00:00:00,4412
Bronx,Bedford Park Bl,('N222'-'R156'),2014-08-14 00:00:00,4384
Bronx,Bedford Park Bl,('N222'-'R156'),2014-08-15 00:00:00,4346
Bronx,Bedford Park Bl,('N222'-'R156'),2014-08-16 00:00:00,2853
Bronx,Bedford Park Bl,('N222'-'R156'),2014-08-17 00:00:00,2324
Bronx,Bedford Park Bl,('N222'-'R156'),2014-08-18 00:00:00,4208
Bronx,Bedford Park Bl,('N222'-'R156'),2014-08-19 00:00:00,4461
Bronx,Bedford Park Bl,('N222'-'R156'),2014-08-20 00:00:00,4585
Bronx,Bedford Park Bl,('N222'-'R156'),2014-08-21 00:00:00,4398
Bronx,Bedford Park Bl,('N222'-'R156'),2014-08-22 00:00:00,4332
Bronx,Bedford Park Bl,('N222'-'R156'),2014-08-23 00:00:00,2760
Bronx,Bedford Park Bl,('N222'-'R156'),2014-08-24 00:00:00,2374
Bronx,Bedford Park Bl,('N222'-'R156'),2014-08-25 00:00:00,3976
Bronx,Bedford Park Bl,('N222'-'R156'),2014-08-26 00:00:00,4375
Bronx,Bedford Park Bl,('N222'-'R156'),2014-08-27 00:00:00,4484
Bronx,Bedford Park Bl,('N222'-'R156'),2014-08-28 00:00:00,4643
Bronx,Bedford Park Bl,('N222'-'R156'),2014-08-29 00:00:00,4094
Bronx,Bedford Park Bl,('N223'-'R156'),2014-05-24 00:00:00,1173
Bronx,Bedford Park Bl,('N223'-'R156'),2014-05-25 00:00:00,962
Bronx,Bedford Park Bl,('N223'-'R156'),2014-05-26 00:00:00,1080
Bronx,Bedford Park Bl,('N223'-'R156'),2014-05-27 00:00:00,2197
Bronx,Bedford Park Bl,('N223'-'R156'),2014-05-28 00:00:00,2329
Bronx,Bedford Park Bl,('N223'-'R156'),2014-05-29 00:00:00,2340
Bronx,Bedford Park Bl,('N223'-'R156'),2014-05-30 00:00:00,2343
Bronx,Bedford Park Bl,('N223'-'R156'),2014-05-31 00:00:00,1354
Bronx,Bedford Park Bl,('N223'-'R156'),2014-06-01 00:00:00,1143
Bronx,Bedford Park Bl,('N223'-'R156'),2014-06-02 00:00:00,2309
Bronx,Bedford Park Bl,('N223'-'R156'),2014-06-03 00:00:00,2294
Bronx,Bedford Park Bl,('N223'-'R156'),2014-06-04 00:00:00,2388
Bronx,Bedford Park Bl,('N223'-'R156'),2014-06-05 00:00:00,2151
Bronx,Bedford Park Bl,('N223'-'R156'),2014-06-06 00:00:00,2290
Bronx,Bedford Park Bl,('N223'-'R156'),2014-06-07 00:00:00,1324
Bronx,Bedford Park Bl,('N223'-'R156'),2014-06-08 00:00:00,1059
Bronx,Bedford Park Bl,('N223'-'R156'),2014-06-09 00:00:00,2248
Bronx,Bedford Park Bl,('N223'-'R156'),2014-06-10 00:00:00,2374
Bronx,Bedford Park Bl,('N223'-'R156'),2014-06-11 00:00:00,2408
Bronx,Bedford Park Bl,('N223'-'R156'),2014-06-12 00:00:00,2376
Bronx,Bedford Park Bl,('N223'-'R156'),2014-06-13 00:00:00,2436
Bronx,Bedford Park Bl,('N223'-'R156'),2014-06-14 00:00:00,2088
Bronx,Bedford Park Bl,('N223'-'R156'),2014-06-15 00:00:00,1514
Bronx,Bedford Park Bl,('N223'-'R156'),2014-06-16 00:00:00,2220
Bronx,Bedford Park Bl,('N223'-'R156'),2014-06-17 00:00:00,2278
Bronx,Bedford Park Bl,('N223'-'R156'),2014-06-18 00:00:00,2268
Bronx,Bedford Park Bl,('N223'-'R156'),2014-06-19 00:00:00,2261
Bronx,Bedford Park Bl,('N223'-'R156'),2014-06-20 00:00:00,2227
Bronx,Bedford Park Bl,('N223'-'R156'),2014-06-21 00:00:00,1320
Bronx,Bedford Park Bl,('N223'-'R156'),2014-06-22 00:00:00,1050
Bronx,Bedford Park Bl,('N223'-'R156'),2014-06-23 00:00:00,2075
Bronx,Bedford Park Bl,('N223'-'R156'),2014-06-24 00:00:00,2145
Bronx,Bedford Park Bl,('N223'-'R156'),2014-06-25 00:00:00,2114
Bronx,Bedford Park Bl,('N223'-'R156'),2014-06-26 00:00:00,2334
Bronx,Bedford Park Bl,('N223'-'R156'),2014-06-27 00:00:00,2043
Bronx,Bedford Park Bl,('N223'-'R156'),2014-06-28 00:00:00,921
Bronx,Bedford Park Bl,('N223'-'R156'),2014-06-29 00:00:00,705
Bronx,Bedford Park Bl,('N223'-'R156'),2014-06-30 00:00:00,2040
Bronx,Bedford Park Bl,('N223'-'R156'),2014-07-01 00:00:00,2063
Bronx,Bedford Park Bl,('N223'-'R156'),2014-07-02 00:00:00,2083
Bronx,Bedford Park Bl,('N223'-'R156'),2014-07-03 00:00:00,1978
Bronx,Bedford Park Bl,('N223'-'R156'),2014-07-04 00:00:00,977
Bronx,Bedford Park Bl,('N223'-'R156'),2014-07-05 00:00:00,1068
Bronx,Bedford Park Bl,('N223'-'R156'),2014-07-06 00:00:00,909
Bronx,Bedford Park Bl,('N223'-'R156'),2014-07-07 00:00:00,1886
Bronx,Bedford Park Bl,('N223'-'R156'),2014-07-08 00:00:00,2070
Bronx,Bedford Park Bl,('N223'-'R156'),2014-07-09 00:00:00,2057
Bronx,Bedford Park Bl,('N223'-'R156'),2014-07-10 00:00:00,2096
Bronx,Bedford Park Bl,('N223'-'R156'),2014-07-11 00:00:00,2030
Bronx,Bedford Park Bl,('N223'-'R156'),2014-07-12 00:00:00,1256
Bronx,Bedford Park Bl,('N223'-'R156'),2014-07-13 00:00:00,931
Bronx,Bedford Park Bl,('N223'-'R156'),2014-07-14 00:00:00,1860
Bronx,Bedford Park Bl,('N223'-'R156'),2014-07-15 00:00:00,1869
Bronx,Bedford Park Bl,('N223'-'R156'),2014-07-16 00:00:00,2105
Bronx,Bedford Park Bl,('N223'-'R156'),2014-07-17 00:00:00,2223
Bronx,Bedford Park Bl,('N223'-'R156'),2014-07-18 00:00:00,1957
Bronx,Bedford Park Bl,('N223'-'R156'),2014-07-19 00:00:00,1224
Bronx,Bedford Park Bl,('N223'-'R156'),2014-07-20 00:00:00,939
Bronx,Bedford Park Bl,('N223'-'R156'),2014-07-21 00:00:00,1947
Bronx,Bedford Park Bl,('N223'-'R156'),2014-07-22 00:00:00,2080
Bronx,Bedford Park Bl,('N223'-'R156'),2014-07-23 00:00:00,2108
Bronx,Bedford Park Bl,('N223'-'R156'),2014-07-24 00:00:00,2069
Bronx,Bedford Park Bl,('N223'-'R156'),2014-07-25 00:00:00,2008
Bronx,Bedford Park Bl,('N223'-'R156'),2014-07-26 00:00:00,1240
Bronx,Bedford Park Bl,('N223'-'R156'),2014-07-27 00:00:00,986
Bronx,Bedford Park Bl,('N223'-'R156'),2014-07-28 00:00:00,1951
Bronx,Bedford Park Bl,('N223'-'R156'),2014-07-29 00:00:00,2038
Bronx,Bedford Park Bl,('N223'-'R156'),2014-07-30 00:00:00,2064
Bronx,Bedford Park Bl,('N223'-'R156'),2014-07-31 00:00:00,1986
Bronx,Bedford Park Bl,('N223'-'R156'),2014-08-01 00:00:00,1964
Bronx,Bedford Park Bl,('N223'-'R156'),2014-08-02 00:00:00,1140
Bronx,Bedford Park Bl,('N223'-'R156'),2014-08-03 00:00:00,898
Bronx,Bedford Park Bl,('N223'-'R156'),2014-08-04 00:00:00,1901
Bronx,Bedford Park Bl,('N223'-'R156'),2014-08-05 00:00:00,2034
Bronx,Bedford Park Bl,('N223'-'R156'),2014-08-06 00:00:00,2056
Bronx,Bedford Park Bl,('N223'-'R156'),2014-08-07 00:00:00,2117
Bronx,Bedford Park Bl,('N223'-'R156'),2014-08-08 00:00:00,1950
Bronx,Bedford Park Bl,('N223'-'R156'),2014-08-09 00:00:00,1197
Bronx,Bedford Park Bl,('N223'-'R156'),2014-08-10 00:00:00,909
Bronx,Bedford Park Bl,('N223'-'R156'),2014-08-11 00:00:00,1884
Bronx,Bedford Park Bl,('N223'-'R156'),2014-08-12 00:00:00,1927
Bronx,Bedford Park Bl,('N223'-'R156'),2014-08-13 00:00:00,1960
Bronx,Bedford Park Bl,('N223'-'R156'),2014-08-14 00:00:00,2027
Bronx,Bedford Park Bl,('N223'-'R156'),2014-08-15 00:00:00,1936
Bronx,Bedford Park Bl,('N223'-'R156'),2014-08-16 00:00:00,1185
Bronx,Bedford Park Bl,('N223'-'R156'),2014-08-17 00:00:00,899
Bronx,Bedford Park Bl,('N223'-'R156'),2014-08-18 00:00:00,1812
Bronx,Bedford Park Bl,('N223'-'R156'),2014-08-19 00:00:00,1940
Bronx,Bedford Park Bl,('N223'-'R156'),2014-08-20 00:00:00,1934
Bronx,Bedford Park Bl,('N223'-'R156'),2014-08-21 00:00:00,1928
Bronx,Bedford Park Bl,('N223'-'R156'),2014-08-22 00:00:00,1871
Bronx,Bedford Park Bl,('N223'-'R156'),2014-08-23 00:00:00,1101
Bronx,Bedford Park Bl,('N223'-'R156'),2014-08-24 00:00:00,880
Bronx,Bedford Park Bl,('N223'-'R156'),2014-08-25 00:00:00,1790
Bronx,Bedford Park Bl,('N223'-'R156'),2014-08-26 00:00:00,1941
Bronx,Bedford Park Bl,('N223'-'R156'),2014-08-27 00:00:00,1954
Bronx,Bedford Park Bl,('N223'-'R156'),2014-08-28 00:00:00,2067
Bronx,Bedford Park Bl,('N223'-'R156'),2014-08-29 00:00:00,1844
Bronx,Baychester Ave,('R729'-'R292'),2014-05-24 00:00:00,1883
Bronx,Baychester Ave,('R729'-'R292'),2014-05-25 00:00:00,1679
Bronx,Baychester Ave,('R729'-'R292'),2014-05-26 00:00:00,2039
Bronx,Baychester Ave,('R729'-'R292'),2014-05-27 00:00:00,4622
Bronx,Baychester Ave,('R729'-'R292'),2014-05-28 00:00:00,4622
Bronx,Baychester Ave,('R729'-'R292'),2014-05-29 00:00:00,4723
Bronx,Baychester Ave,('R729'-'R292'),2014-05-30 00:00:00,4650
Bronx,Baychester Ave,('R729'-'R292'),2014-05-31 00:00:00,2218
Bronx,Baychester Ave,('R729'-'R292'),2014-06-01 00:00:00,1529
Bronx,Baychester Ave,('R729'-'R292'),2014-06-02 00:00:00,4757
Bronx,Baychester Ave,('R729'-'R292'),2014-06-03 00:00:00,4420
Bronx,Baychester Ave,('R729'-'R292'),2014-06-04 00:00:00,4739
Bronx,Baychester Ave,('R729'-'R292'),2014-06-05 00:00:00,3946
Bronx,Baychester Ave,('R729'-'R292'),2014-06-06 00:00:00,4492
Bronx,Baychester Ave,('R729'-'R292'),2014-06-07 00:00:00,2498
Bronx,Baychester Ave,('R729'-'R292'),2014-06-08 00:00:00,1611
Bronx,Baychester Ave,('R729'-'R292'),2014-06-09 00:00:00,4235
Bronx,Baychester Ave,('R729'-'R292'),2014-06-10 00:00:00,4676
Bronx,Baychester Ave,('R729'-'R292'),2014-06-11 00:00:00,4699
Bronx,Baychester Ave,('R729'-'R292'),2014-06-12 00:00:00,4654
Bronx,Baychester Ave,('R729'-'R292'),2014-06-13 00:00:00,4442
Bronx,Baychester Ave,('R729'-'R292'),2014-06-14 00:00:00,32
Bronx,Baychester Ave,('R729'-'R292'),2014-06-15 00:00:00,7
Bronx,Baychester Ave,('R729'-'R292'),2014-06-16 00:00:00,4497
Bronx,Baychester Ave,('R729'-'R292'),2014-06-17 00:00:00,4517
Bronx,Baychester Ave,('R729'-'R292'),2014-06-18 00:00:00,4472
Bronx,Baychester Ave,('R729'-'R292'),2014-06-19 00:00:00,4183
Bronx,Baychester Ave,('R729'-'R292'),2014-06-20 00:00:00,4523
Bronx,Baychester Ave,('R729'-'R292'),2014-06-21 00:00:00,9
Bronx,Baychester Ave,('R729'-'R292'),2014-06-22 00:00:00,0
Bronx,Baychester Ave,('R729'-'R292'),2014-06-23 00:00:00,4051
Bronx,Baychester Ave,('R729'-'R292'),2014-06-24 00:00:00,3980
Bronx,Baychester Ave,('R729'-'R292'),2014-06-25 00:00:00,3871
Bronx,Baychester Ave,('R729'-'R292'),2014-06-26 00:00:00,4007
Bronx,Baychester Ave,('R729'-'R292'),2014-06-27 00:00:00,3778
Bronx,Baychester Ave,('R729'-'R292'),2014-06-28 00:00:00,11
Bronx,Baychester Ave,('R729'-'R292'),2014-06-29 00:00:00,0
Bronx,Baychester Ave,('R729'-'R292'),2014-06-30 00:00:00,3574
Bronx,Baychester Ave,('R729'-'R292'),2014-07-01 00:00:00,3836
Bronx,Baychester Ave,('R729'-'R292'),2014-07-02 00:00:00,8348
Bronx,Baychester Ave,('R729'-'R292'),2014-07-05 00:00:00,1492
Bronx,Baychester Ave,('R729'-'R292'),2014-07-06 00:00:00,1165
Bronx,Baychester Ave,('R729'-'R292'),2014-07-07 00:00:00,3754
Bronx,Baychester Ave,('R729'-'R292'),2014-07-08 00:00:00,3913
Bronx,Baychester Ave,('R729'-'R292'),2014-07-09 00:00:00,3922
Bronx,Baychester Ave,('R729'-'R292'),2014-07-10 00:00:00,3031
Bronx,Baychester Ave,('R729'-'R292'),2014-07-11 00:00:00,3556
Bronx,Baychester Ave,('R729'-'R292'),2014-07-12 00:00:00,1493
Bronx,Baychester Ave,('R729'-'R292'),2014-07-13 00:00:00,1140
Bronx,Baychester Ave,('R729'-'R292'),2014-07-14 00:00:00,3767
